Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	myeloid DCStep
ENSG00000213654	GPSM3	 AGS4, C6orf9, G18, G18.1a, G18.1b, G18.2, NG1,	"G protein signaling modulator 3"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	63940	GPSM3	CancerDExpr,DCHighExpr
ENSG00000213719	CLIC1	 CLCNL1, G6, NCC27, p64CLCP,	"Chloride intracellular channel 1"	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	1192	CLIC1	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000213722	DDAH2	 G6A,	"Dimethylarginine dimethylaminohydrolase 2"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23564	DDAH2	CancerDExpr,DCHighExpr
ENSG00000213762	ZNF134	 pHZ-15,	"Zinc finger protein 134"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7693	ZNF134	TF
ENSG00000213799	ZNF845	 ,	"Zinc finger protein 845"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	91664	ZNF845	TF
ENSG00000213903	LTB4R	 BLTR, CMKRL1, GPR16, LTB4R1, P2RY7, P2Y7,	"Leukotriene B4 receptor"	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	1241	LTB4R	FunctionGene
ENSG00000213928	IRF9	 ISGF3G,	"Interferon regulatory factor 9"	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	10379	IRF9	TF,FunctionGene,DCHighExpr
ENSG00000214022	REPIN1	 AP4, H_DJ0584D14.12, RIP60, Zfp464, ZNF464,	"Replication initiator 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	29803	REPIN1	TF,DCHighExpr
ENSG00000214046	SMIM7	 C19orf42, MGC2747,	"Small integral membrane protein 7"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	79086	SMIM7	DCHighExpr
ENSG00000214063	TSPAN4	 NAG-2, TETRASPAN, TM4SF7, TSPAN-4,	"Tetraspanin 4"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	7106	TSPAN4	TopGeneInFirstStep,CancerDExpr
ENSG00000214113	LYRM4	 C6orf149, CGI-203, ISD11,	"LYR motif containing 4"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	57128	LYRM4	DCHighExpr
ENSG00000214160	ALG3	 CDGS4, D16Ertd36e, Not56, NOT56L,	"ALG3 alpha-1,3- mannosyltransferase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	10195	ALG3	TopGeneInFirstStep
ENSG00000214194	SMIM30	 LINC00998,	"Small integral membrane protein 30"	"Predicted membrane proteins"	"Evidence at transcript level"	"Evidence at transcript level"	401397	SMIM30	CancerDExpr,DCHighExpr
ENSG00000214212	C19orf38	 HIDE1,	"Chromosome 19 open reading frame 38"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	255809	C19orf38	TopGeneInFirstStep
ENSG00000214717	ZBED1	 ALTE, DREF, hDREF, KIAA0785, TRAMP,	"Zinc finger BED-type containing 1"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	9189	ZBED1	TF
ENSG00000215271	HOMEZ	 KIAA1443,	"Homeobox and leucine zipper encoding"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	57594	HOMEZ	TF
ENSG00000215845	TSTD1	 KAT,	"Thiosulfate sulfurtransferase like domain containing 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	100131187	TSTD1	TopGeneInFirstStep,DCHighExpr
ENSG00000216490	IFI30	 GILT, IFI-30, IP-30, IP30, MGC32056,	"IFI30 lysosomal thiol reductase"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	10437	IFI30	TopGeneInFirstStep,CancerDExpr
ENSG00000217555	CKLF	 C32, CKLF1, CKLF3, CKLF4, HSPC224, UCK-1,	"Chemokine like factor"	"Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	51192	CKLF	TopGeneInFirstStep,CancerDExpr,FunctionGene,DCHighExpr
ENSG00000221869	CEBPD	 C/EBP-delta, CELF, CRP3, NF-IL6-beta,	"CCAAT enhancer binding protein delta"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	1052	CEBPD	CancerDExpr,TF,DCHighExpr
ENSG00000221923	ZNF880	 ,	"Zinc finger protein 880"	"Predicted intracellular proteins, Transcription factors"	"Evidence at transcript level"	"Evidence at transcript level"	400713	ZNF880	TF
ENSG00000221944	TIGD1	 EEYORE,	"Tigger transposable element derived 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	200765	TIGD1	TF
ENSG00000223865	HLA-DPB1	 HLA-DP1B,	"Major histocompatibility complex, class II, DP beta 1"	"Human disease related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3115	HLA-DPB1	TopGeneInFirstStep,CancerDExpr,FunctionGene,DCHighExpr
ENSG00000227124	ZNF717	 X17, ZNF838,	"Zinc finger protein 717"	"Predicted intracellular proteins"	"Evidence at transcript level"	"Evidence at transcript level"	100131827	ZNF717	TF
ENSG00000227500	SCAMP4	 FLJ33847,	"Secretory carrier membrane protein 4"	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	113178	SCAMP4	DCHighExpr
ENSG00000227507	LTB	 p33, TNFC, TNFSF3,	"Lymphotoxin beta"	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	4050	LTB	FunctionGene,DCHighExpr
ENSG00000228253	MT-ATP8	 A6L, ATP8, MTATP8,	"Mitochondrially encoded ATP synthase membrane subunit 8"	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	4509	MT-ATP8	TopGeneInFirstStep
ENSG00000228300	FAM174C	 C19orf24, FLJ20640,	"Family with sequence similarity 174 member C"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	55009	FAM174C	TopGeneInFirstStep,DCHighExpr
ENSG00000229809	ZNF688	 ,	"Zinc finger protein 688"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	146542	ZNF688	TF
ENSG00000231389	HLA-DPA1	 HLA-DP1A,	"Major histocompatibility complex, class II, DP alpha 1"	"Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3113	HLA-DPA1	TopGeneInFirstStep,CancerDExpr,FunctionGene,DCHighExpr
ENSG00000232629	HLA-DQB2	 HLA-DXB,	"Major histocompatibility complex, class II, DQ beta 2"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3120	HLA-DQB2	CancerDExpr
ENSG00000232810	TNF	 DIF, TNF-alpha, TNFA, TNFSF2,	"Tumor necrosis factor"	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	7124	TNF	FunctionGene
ENSG00000234284	ZNF879	 DKFZp686E2433,	"Zinc finger protein 879"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	345462	ZNF879	TF
ENSG00000234545	FAM133B	 MGC40405,	"Family with sequence similarity 133 member B"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	257415	FAM133B	DCHighExpr
ENSG00000235162	C12orf75	 AGD3, OCC-1, OCC1,	"Chromosome 12 open reading frame 75"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	387882	C12orf75	DCHighExpr
ENSG00000237765	FAM200B	 C4orf53,	"Family with sequence similarity 200 member B"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	285550	FAM200B	TF
ENSG00000239672	NME1	 NDPKA, NM23, NM23-H1,	"NME/NM23 nucleoside diphosphate kinase 1"	"Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4830	NME1	TopGeneInFirstStep
ENSG00000239697	TNFSF12	 APO3L, DR3LG, TWEAK,	"TNF superfamily member 12"	"Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	8742	TNFSF12	CancerDExpr,FunctionGene
ENSG00000239961	LILRA4	 CD85g, ILT7,	"Leukocyte immunoglobulin like receptor A4"	"CD markers, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	23547	LILRA4	DCHighExpr
ENSG00000240065	PSMB9	 beta1i, LMP2, PSMB6i, RING12,	"Proteasome 20S subunit beta 9"	"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5698	PSMB9	CancerDExpr,DCHighExpr
ENSG00000241106	HLA-DOB	 ,	"Major histocompatibility complex, class II, DO beta"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3112	HLA-DOB	FunctionGene
ENSG00000241399	CD302	 BIMLEC, CLEC13A, DCL-1, KIAA0022,	"CD302 molecule"	"CD markers, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	9936	CD302	CancerDExpr,DCHighExpr
ENSG00000241553	ARPC4	 ARC20, p20-Arc,	"Actin related protein 2/3 complex subunit 4"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	10093	ARPC4	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000241839	PLEKHO2	 DKFZp761K2312, PLEKHQ1, PP1628, pp9099,	"Pleckstrin homology domain containing O2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	80301	PLEKHO2	CancerDExpr
ENSG00000241973	PI4KA	 PI4K-ALPHA, pi4K230, PIK4CA,	"Phosphatidylinositol 4-kinase alpha"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	5297	PI4KA	DCHighExpr
ENSG00000242574	HLA-DMB	 D6S221E, RING7,	"Major histocompatibility complex, class II, DM beta"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3109	HLA-DMB	TopGeneInFirstStep,CancerDExpr,FunctionGene,DCHighExpr
ENSG00000243317	STMP1	 C7orf73, Mm47, PL-5283,	"Short transmembrane mitochondrial protein 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	647087	STMP1	DCHighExpr
ENSG00000243449	C4orf48	 ,	"Chromosome 4 open reading frame 48"	"Predicted secreted proteins"	"Evidence at protein level"	"Evidence at transcript level"	401115	C4orf48	TopGeneInFirstStep,CancerDExpr,DCHighExpr
ENSG00000243646	IL10RB	 CDW210B, CRF2-4, CRFB4, D21S58, D21S66, IL-10R2,	"Interleukin 10 receptor subunit beta"	"CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3588	IL10RB	FunctionGene
ENSG00000243660	ZNF487	 KRBO1, ZNF487P,	"Zinc finger protein 487"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	642819	ZNF487	TF
ENSG00000243716	NPIPB5	 ,	"Nuclear pore complex interacting protein family member B5"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	100132247	NPIPB5	DCHighExpr
ENSG00000243943	ZNF512	 KIAA1805,	"Zinc finger protein 512"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	84450	ZNF512	TF
ENSG00000244187	TMEM141	 MGC14141,	"Transmembrane protein 141"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	85014	TMEM141	DCHighExpr
ENSG00000244509	APOBEC3C	 APOBEC1L, ARDC2, ARDC4, ARP5, bK150C2.3, PBI,	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3C"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	27350	APOBEC3C	TopGeneInFirstStep,FunctionGene
ENSG00000244754	N4BP2L2	 CG005, PFAAP5,	"NEDD4 binding protein 2 like 2"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	10443	N4BP2L2	DCHighExpr
ENSG00000245848	CEBPA	 C/EBP-alpha, CEBP,	"CCAAT enhancer binding protein alpha"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	1050	CEBPA	TF
ENSG00000249437	NAIP	 BIRC1, NLRB1,	"NLR family apoptosis inhibitory protein"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	4671	NAIP	CancerDExpr
ENSG00000249709	ZNF564	 MGC26914,	"Zinc finger protein 564"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	163050	ZNF564	TF
ENSG00000250312	ZNF718	 FLJ90036,	"Zinc finger protein 718"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	255403	ZNF718	TF
ENSG00000250479	CHCHD10	 C22orf16, MIX17A, N27C7-4,	"Coiled-coil-helix-coiled-coil-helix domain containing 10"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	400916	CHCHD10	CancerDExpr,DCHighExpr
ENSG00000251247	ZNF345	 HZF10,	"Zinc finger protein 345"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	25850	ZNF345	TF
ENSG00000251369	ZNF550	 MGC41917,	"Zinc finger protein 550"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	162972	ZNF550	TF
ENSG00000254004	ZNF260	 ozrf1, Zfp260,	"Zinc finger protein 260"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	339324	ZNF260	TF
ENSG00000254087	LYN	 JTK8,	"LYN proto-oncogene, Src family tyrosine kinase"	"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4067	LYN	CancerDExpr,FunctionGene,DCHighExpr
ENSG00000255112	CHMP1B	 C18orf2, CHMP1.5, Vps46B,	"Charged multivesicular body protein 1B"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	57132	CHMP1B	CancerDExpr,DCHighExpr
ENSG00000256223	ZNF10	 KOX1,	"Zinc finger protein 10"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7556	ZNF10	TF
ENSG00000256235	SMIM3	 C5orf62, MSTP150, NID67,	"Small integral membrane protein 3"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	85027	SMIM3	DCHighExpr
ENSG00000256294	ZNF225	 ,	"Zinc finger protein 225"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7768	ZNF225	TF
ENSG00000256683	ZNF350	 ZBRK1, ZFQR,	"Zinc finger protein 350"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	59348	ZNF350	TF
ENSG00000256771	ZNF253	 BMZF-1, FLJ90391, ZNF411,	"Zinc finger protein 253"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	56242	ZNF253	TF
ENSG00000257923	CUX1	 CASP, CDP, CDP/Cut, CDP/Cux, CDP1, Clox, CUT, CUTL1, CUX, Cux/CDP, GOLIM6,	"Cut like homeobox 1"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	1523	CUX1	TF,DCHighExpr
ENSG00000258289	CHURC1	 C14orf52, FLJ33064, My015,	"Churchill domain containing 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	91612	CHURC1	TopGeneInFirstStep,DCHighExpr
ENSG00000260314	MRC1	 bA541I19.1, CD206, CLEC13D, CLEC13DL, MRC1L1,	"Mannose receptor C-type 1"	"CD markers, FDA approved drug targets, Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	4360	MRC1	CancerDExpr
ENSG00000261371	PECAM1	 CD31,	"Platelet and endothelial cell adhesion molecule 1"	"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	5175	PECAM1	TopGeneInFirstStep,DCHighExpr
